Username,Percorso_Foto,Pred_Emozione_Foto,Data,ContenutoPost,Pred_Emozione_Post
zelenskiy_official,instagram\zelenskiy_official\post_11\2022-07-08_14-15-05_UTC_1.jpg,1,2022-07-08,"Dnipropetrovsk region became a real humanitarian hub during the war. Received many wounded. She sheltered more than 300,000 Ukrainians who were forced to leave their homes.

Despite everything, we continue to live, work and fight. For the sake of the future, for the sake of victory.",0
zelenskiy_official,instagram\zelenskiy_official\post_11\2022-07-08_14-15-05_UTC_3.jpg,2,2022-07-08,"Dnipropetrovsk region became a real humanitarian hub during the war. Received many wounded. She sheltered more than 300,000 Ukrainians who were forced to leave their homes.

Despite everything, we continue to live, work and fight. For the sake of the future, for the sake of victory.",0
zelenskiy_official,instagram\zelenskiy_official\post_11\2022-07-08_14-15-05_UTC_4.jpg,1,2022-07-08,"Dnipropetrovsk region became a real humanitarian hub during the war. Received many wounded. She sheltered more than 300,000 Ukrainians who were forced to leave their homes.

Despite everything, we continue to live, work and fight. For the sake of the future, for the sake of victory.",0
zelenskiy_official,instagram\zelenskiy_official\post_12\2022-07-08_10-31-07_UTC_6.jpg,3,2022-07-08,"��
We cannot lay down our weapons, because otherwise we will disappear As a state, as a nation, simply as people Russia is shooting for destruction, Ukraine is shooting for survival War is a national idea of the Russian Federation The national idea of Ukraine is peace
",1
zelenskiy_official,instagram\zelenskiy_official\post_13\2022-07-07_15-37-28_UTC.jpg,2,2022-07-07,"��
Friend Boris Johnson, all Ukrainians were saddened by the news of the resignation of the leader of the Conservative Party We are sincerely grateful for the decisive and uncompromising help from the first days of the war Special thanks for your leadership in defending the interests of Ukraine in the international arena
 
We have no doubt that the UK's support will be preserved We will forever remain true friends and strong allies
",0
zelenskiy_official,instagram\zelenskiy_official\post_14\2022-07-07_15-37-28_UTC.jpg,2,2022-07-07,"��
Friend Boris Johnson, all Ukrainians were saddened by the news of the resignation of the leader of the Conservative Party We are sincerely grateful for the decisive and uncompromising help from the first days of the war Special thanks for your leadership in defending the interests of Ukraine in the international arena
 
We have no doubt that the UK's support will be preserved We will forever remain true friends and strong allies
",0
zelenskiy_official,instagram\zelenskiy_official\post_15\2022-07-05_16-31-17_UTC_1.jpg,3,2022-07-05,"American actor, director, screenwriter and producer with Ukrainian roots, co-founder of the BlueCheck Ukraine initiative, which has been implementing humanitarian projects in Ukraine since the first days of the war, Liev Schreiber @lievschreiber became the ambassador of UNITED24 @u24.gov.ua in the field of Medical Aid.

Liev, I believe that you will also help strengthen the world's support for Ukraine within the U24. Thank you for everything your team does for our country and people.",1
zelenskiy_official,instagram\zelenskiy_official\post_16\2022-07-05_11-16-41_UTC_1.jpg,0,2022-07-05,"��
It is clear to everyone in the world that Ukraine will win It's only a matter of time It is a matter, unfortunately, of the losses we suffer, primarily of people It is a matter of modern weapons, which we must get and will definitely get
",1
zelenskiy_official,instagram\zelenskiy_official\post_16\2022-07-05_11-16-41_UTC_2.jpg,1,2022-07-05,"��
It is clear to everyone in the world that Ukraine will win It's only a matter of time It is a matter, unfortunately, of the losses we suffer, primarily of people It is a matter of modern weapons, which we must get and will definitely get
",1
zelenskiy_official,instagram\zelenskiy_official\post_16\2022-07-05_11-16-41_UTC_5.jpg,3,2022-07-05,"��
It is clear to everyone in the world that Ukraine will win It's only a matter of time It is a matter, unfortunately, of the losses we suffer, primarily of people It is a matter of modern weapons, which we must get and will definitely get
",1
zelenskiy_official,instagram\zelenskiy_official\post_16\2022-07-05_11-16-41_UTC_6.jpg,3,2022-07-05,"��
It is clear to everyone in the world that Ukraine will win It's only a matter of time It is a matter, unfortunately, of the losses we suffer, primarily of people It is a matter of modern weapons, which we must get and will definitely get
",1
zelenskiy_official,instagram\zelenskiy_official\post_17\2022-07-04_16-15-49_UTC_1.jpg,3,2022-07-04,"��
Pleased to meet Prime Minister of Sweden Magdalena Andersson This is her first visit to Kyiv and it is very productive Thank you for your solidarity with Ukrainians and the support for our course towards full-fledged accession to the EU in the future
",1
zelenskiy_official,instagram\zelenskiy_official\post_17\2022-07-04_16-15-49_UTC_2.jpg,3,2022-07-04,"��
Pleased to meet Prime Minister of Sweden Magdalena Andersson This is her first visit to Kyiv and it is very productive Thank you for your solidarity with Ukrainians and the support for our course towards full-fledged accession to the EU in the future
",1
zelenskiy_official,instagram\zelenskiy_official\post_17\2022-07-04_16-15-49_UTC_4.jpg,3,2022-07-04,"��
Pleased to meet Prime Minister of Sweden Magdalena Andersson This is her first visit to Kyiv and it is very productive Thank you for your solidarity with Ukrainians and the support for our course towards full-fledged accession to the EU in the future
",1
zelenskiy_official,instagram\zelenskiy_official\post_18\2022-07-04_09-30-49_UTC_6.jpg,5,2022-07-04,"��
A lot still needs to be done for our victory - and it is a difficult path, because the war continues - but already now we must do everything possible so that the aggressor loses not only on the battlefield, but also historically, conceptually So that everyone in Russia remembers that Ukraine cannot be broken by anything, by anyone, even by a brutal war
",0
zelenskiy_official,instagram\zelenskiy_official\post_19\2022-06-30_09-22-01_UTC_1.jpg,2,2022-06-30,"��
Ukraine is a state where the highest value is a person And we are fighting against the aggressor whose highest value is weaponry
Photo: Ivor Prickett for The New York Times, Heidi Levine for The Washington Post, Evgeny Zavgorodniy, Metin Aktas for Anadolu Images, Julia Kochetova, Marco Djurica, Serhii Korovainyi
",0
zelenskiy_official,instagram\zelenskiy_official\post_20\2022-06-28_07-59-11_UTC.jpg,1,2022-06-28,"#NATOSummit #stoprussianwar
",1
zelenskiy_official,instagram\zelenskiy_official\post_21\2022-06-27_10-27-38_UTC_2.jpg,1,2022-06-27,"He addressed the summit of G7 leaders in the Elmau Castle via video conference. Ukraine feels the support of the ""Big Seven"" countries. Thank you for the defense and financial assistance to our country in the fight against the Russian invasion. The consistent position of the G7 countries regarding sanctions is important to us. They should continue to increase, in particular by limiting the price of oil exported by the aggressor.",1
zelenskiy_official,instagram\zelenskiy_official\post_21\2022-06-27_10-27-38_UTC_3.jpg,3,2022-06-27,"He addressed the summit of G7 leaders in the Elmau Castle via video conference. Ukraine feels the support of the ""Big Seven"" countries. Thank you for the defense and financial assistance to our country in the fight against the Russian invasion. The consistent position of the G7 countries regarding sanctions is important to us. They should continue to increase, in particular by limiting the price of oil exported by the aggressor.",1
zelenskiy_official,instagram\zelenskiy_official\post_21\2022-06-27_10-27-38_UTC_4.jpg,2,2022-06-27,"He addressed the summit of G7 leaders in the Elmau Castle via video conference. Ukraine feels the support of the ""Big Seven"" countries. Thank you for the defense and financial assistance to our country in the fight against the Russian invasion. The consistent position of the G7 countries regarding sanctions is important to us. They should continue to increase, in particular by limiting the price of oil exported by the aggressor.",1
zelenskiy_official,instagram\zelenskiy_official\post_22\2022-06-22_20-36-46_UTC.jpg,3,2022-06-22,"Agreed with Maia Sandu on mutual assistance on the path to the European Union Discussed tomorrow's meeting of the European Council We're looking forward to the EU decision on granting candidate status to our states
Also spoke for the first time with Prime Minister of Slovenia Robert Golob Congratulated him on the appointment as Prime Minister Grateful for the support of Ukraine's European integration
",0
zelenskiy_official,instagram\zelenskiy_official\post_23\2022-06-22_17-53-56_UTC.jpg,3,2022-06-22,"Two more important phone conversations
Thanked Prime Minister of Belgium Alexander De Croo for supporting our European integration and assistance during the full-scale Russian invasion We hope for a significant contribution of Belgium to the reconstruction of Ukraine
Discussed with Federal Chancellor Karl Nehammer the forthcoming European Council Summit Exchanged views on the reconstruction of our country and the Conference on the Reconstruction of 
Ukraine, which will be held in Lugano
",0
zelenskiy_official,instagram\zelenskiy_official\post_24\2022-06-22_13-04-51_UTC_1.jpg,3,2022-06-22,"Every year on June , we honor the memory of everyone who died in World War II Millions of lost lives and crippled destinies
This should not have happened again, but evil has returned On February , the occupiers came to our land And we are fighting for a new victory No enemy will break our will
We remember the victims of World War II
We believe in good, peace and justice
 
",0
zelenskiy_official,instagram\zelenskiy_official\post_24\2022-06-22_13-04-51_UTC_4.jpg,2,2022-06-22,"Every year on June , we honor the memory of everyone who died in World War II Millions of lost lives and crippled destinies
This should not have happened again, but evil has returned On February , the occupiers came to our land And we are fighting for a new victory No enemy will break our will
We remember the victims of World War II
We believe in good, peace and justice
 
",0
zelenskiy_official,instagram\zelenskiy_official\post_24\2022-06-22_13-04-51_UTC_5.jpg,3,2022-06-22,"Every year on June , we honor the memory of everyone who died in World War II Millions of lost lives and crippled destinies
This should not have happened again, but evil has returned On February , the occupiers came to our land And we are fighting for a new victory No enemy will break our will
We remember the victims of World War II
We believe in good, peace and justice
 
",0
zelenskiy_official,instagram\zelenskiy_official\post_24\2022-06-22_13-04-51_UTC_6.jpg,3,2022-06-22,"Every year on June , we honor the memory of everyone who died in World War II Millions of lost lives and crippled destinies
This should not have happened again, but evil has returned On February , the occupiers came to our land And we are fighting for a new victory No enemy will break our will
We remember the victims of World War II
We believe in good, peace and justice
 
",0
zelenskiy_official,instagram\zelenskiy_official\post_24\2022-06-22_13-04-51_UTC_7.jpg,3,2022-06-22,"Every year on June , we honor the memory of everyone who died in World War II Millions of lost lives and crippled destinies
This should not have happened again, but evil has returned On February , the occupiers came to our land And we are fighting for a new victory No enemy will break our will
We remember the victims of World War II
We believe in good, peace and justice
 
",0
zelenskiy_official,instagram\zelenskiy_official\post_26\2022-06-20_10-03-20_UTC_1.jpg,1,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_26\2022-06-20_10-03-20_UTC_2.jpg,3,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_26\2022-06-20_10-03-20_UTC_3.jpg,2,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_26\2022-06-20_10-03-20_UTC_5.jpg,1,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_26\2022-06-20_10-03-20_UTC_6.jpg,1,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_26\2022-06-20_10-03-20_UTC_9.jpg,1,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_27\2022-06-20_10-03-20_UTC_1.jpg,1,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_27\2022-06-20_10-03-20_UTC_2.jpg,3,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_27\2022-06-20_10-03-20_UTC_3.jpg,2,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_27\2022-06-20_10-03-20_UTC_5.jpg,1,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_27\2022-06-20_10-03-20_UTC_6.jpg,1,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_27\2022-06-20_10-03-20_UTC_9.jpg,1,2022-06-20,"��
th day of war
Over this period, more than  million Ukrainians were forced to leave their homes and go abroad I do not want to call these Ukrainians refugees on principle I believe they will return home As soon as Russia gets out of our land As soon as peace is established
We will do everything possible for this
",0
zelenskiy_official,instagram\zelenskiy_official\post_28\2022-06-19_07-38-40_UTC_10.jpg,1,2022-06-19,"Being a father is a great responsibility and a great happiness It is strength, wisdom, motivation to go forward and not to give up And no matter how difficult it is � to protect and defend the most precious The future of your  family, your children, and therefore the whole of Ukraine
",1
zelenskiy_official,instagram\zelenskiy_official\post_28\2022-06-19_07-38-40_UTC_3.jpg,1,2022-06-19,"Being a father is a great responsibility and a great happiness It is strength, wisdom, motivation to go forward and not to give up And no matter how difficult it is � to protect and defend the most precious The future of your  family, your children, and therefore the whole of Ukraine
",1
zelenskiy_official,instagram\zelenskiy_official\post_28\2022-06-19_07-38-40_UTC_5.jpg,5,2022-06-19,"Being a father is a great responsibility and a great happiness It is strength, wisdom, motivation to go forward and not to give up And no matter how difficult it is � to protect and defend the most precious The future of your  family, your children, and therefore the whole of Ukraine
",1
zelenskiy_official,instagram\zelenskiy_official\post_28\2022-06-19_07-38-40_UTC_9.jpg,3,2022-06-19,"Being a father is a great responsibility and a great happiness It is strength, wisdom, motivation to go forward and not to give up And no matter how difficult it is � to protect and defend the most precious The future of your  family, your children, and therefore the whole of Ukraine
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_1.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_2.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_3.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_4.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_5.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_6.jpg,2,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_7.jpg,1,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_8.jpg,2,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_29\2022-06-17_17-55-45_UTC_9.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_1.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_2.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_3.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_4.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_5.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_6.jpg,2,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_7.jpg,1,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_8.jpg,2,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_30\2022-06-17_17-55-45_UTC_9.jpg,3,2022-06-17,"��
During the war, our countries have gone from partners to friends and brothers Boris Johnson, always a pleasure to meet you Always grateful for real help and support
",1
zelenskiy_official,instagram\zelenskiy_official\post_31\2022-06-17_14-48-27_UTC_1.jpg,1,2022-06-17,"��
This is Boris Johnson's second visit to Kyiv since the beginning of Russia's full-scale invasion of our land We have a common view of the movement towards Ukraine's victory I'm grateful for a powerful support
",1
zelenskiy_official,instagram\zelenskiy_official\post_31\2022-06-17_14-48-27_UTC_2.jpg,2,2022-06-17,"��
This is Boris Johnson's second visit to Kyiv since the beginning of Russia's full-scale invasion of our land We have a common view of the movement towards Ukraine's victory I'm grateful for a powerful support
",1
zelenskiy_official,instagram\zelenskiy_official\post_32\2022-06-17_14-48-27_UTC_1.jpg,1,2022-06-17,"��
This is Boris Johnson's second visit to Kyiv since the beginning of Russia's full-scale invasion of our land We have a common view of the movement towards Ukraine's victory I'm grateful for a powerful support
",1
zelenskiy_official,instagram\zelenskiy_official\post_32\2022-06-17_14-48-27_UTC_2.jpg,2,2022-06-17,"��
This is Boris Johnson's second visit to Kyiv since the beginning of Russia's full-scale invasion of our land We have a common view of the movement towards Ukraine's victory I'm grateful for a powerful support
",1
zelenskiy_official,instagram\zelenskiy_official\post_33\2022-06-16_15-23-13_UTC_1.jpg,3,2022-06-16,"��
Our key strength and most effective weapon is unification During the meeting we discussed the continuation and strengthening of Ukraine's defense, economic support for our state and post-war reconstruction, counteraction to the food crisis and further sanctions pressure on Russia Particular attention was paid to the future of Europe and the European integration of our country
I am thankful to Emmanuel Macron, Olaf Scholz, Mario Draghi and Klaus Iohannis for the negotiations We are preparing for new important decisions to strengthen Ukraine and strengthen security in Europe
",0
zelenskiy_official,instagram\zelenskiy_official\post_33\2022-06-16_15-23-13_UTC_2.jpg,3,2022-06-16,"��
Our key strength and most effective weapon is unification During the meeting we discussed the continuation and strengthening of Ukraine's defense, economic support for our state and post-war reconstruction, counteraction to the food crisis and further sanctions pressure on Russia Particular attention was paid to the future of Europe and the European integration of our country
I am thankful to Emmanuel Macron, Olaf Scholz, Mario Draghi and Klaus Iohannis for the negotiations We are preparing for new important decisions to strengthen Ukraine and strengthen security in Europe
",0
zelenskiy_official,instagram\zelenskiy_official\post_33\2022-06-16_15-23-13_UTC_3.jpg,2,2022-06-16,"��
Our key strength and most effective weapon is unification During the meeting we discussed the continuation and strengthening of Ukraine's defense, economic support for our state and post-war reconstruction, counteraction to the food crisis and further sanctions pressure on Russia Particular attention was paid to the future of Europe and the European integration of our country
I am thankful to Emmanuel Macron, Olaf Scholz, Mario Draghi and Klaus Iohannis for the negotiations We are preparing for new important decisions to strengthen Ukraine and strengthen security in Europe
",0
zelenskiy_official,instagram\zelenskiy_official\post_33\2022-06-16_15-23-13_UTC_4.jpg,3,2022-06-16,"��
Our key strength and most effective weapon is unification During the meeting we discussed the continuation and strengthening of Ukraine's defense, economic support for our state and post-war reconstruction, counteraction to the food crisis and further sanctions pressure on Russia Particular attention was paid to the future of Europe and the European integration of our country
I am thankful to Emmanuel Macron, Olaf Scholz, Mario Draghi and Klaus Iohannis for the negotiations We are preparing for new important decisions to strengthen Ukraine and strengthen security in Europe
",0
zelenskiy_official,instagram\zelenskiy_official\post_33\2022-06-16_15-23-13_UTC_5.jpg,3,2022-06-16,"��
Our key strength and most effective weapon is unification During the meeting we discussed the continuation and strengthening of Ukraine's defense, economic support for our state and post-war reconstruction, counteraction to the food crisis and further sanctions pressure on Russia Particular attention was paid to the future of Europe and the European integration of our country
I am thankful to Emmanuel Macron, Olaf Scholz, Mario Draghi and Klaus Iohannis for the negotiations We are preparing for new important decisions to strengthen Ukraine and strengthen security in Europe
",0
